,university,career,inscription_date,last_name,first_name,gender,fecha_nacimiento,age,postal_code,location,email,_dob,_doi,_hoy,_age_hoy,_age_ins,_diff_hoy_ins,_age_ins_1,_age_ins_2
1291,univ. nacional del comahue,ciencias veterinarias,2020-10-05,mcgrath,gabriela,female,1971-10-13,48,2253,campo gimenez,alexisanderson@hotmail.com,1971-10-13,2020-10-05,2022-11-14 01:19:50.794925,51.089496564653174,48.9811563550244,2.1083402096287713,48.9811563550244,48.9811563550244
1292,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-12-25,franco,linda,female,1996-07-14,24,4113,acostilla,aking@gmail.com,1996-07-14,2020-12-25,2022-11-14 01:19:50.794925,26.336079314470076,24.449509572407372,1.8865697420627043,24.449509572407372,24.449509572407372
1293,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-10-17,brennan,courtney,female,1977-09-25,43,3199,los laureles,rosesharp@gmail.com,1977-09-25,2020-10-17,2022-11-14 01:19:50.794925,45.13728673146016,43.06180140591525,2.0754853255449106,43.06180140591525,43.06180140591525
1294,univ. nacional del comahue,licenciatura en ciencias ambientales,2021-01-04,robertson,sabrina,female,1981-01-16,39,6348,bocayuba,franklinmark@gmail.com,1981-01-16,2021-01-04,2022-11-14 01:19:50.794925,41.82715716001105,39.967966488018234,1.8591906719928133,39.967966488018234,39.967966488018234
1295,univ. nacional del comahue,ingeniería mecánica,2020-09-21,mitchell,joseph,male,1911-12-22,108,2156,arsenal de guerra san lorenzo,jimmymoreno@gmail.com,1911-12-22,2020-09-21,2022-11-14 01:19:50.794925,110.89907513231712,108.7524042245905,2.146670907726616,108.7524042245905,108.7524042245905
1296,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2021-01-02,bryant,joy,female,1975-12-13,45,9009,cañadon lagarto,connor86@gmail.com,1975-12-13,2021-01-02,2022-11-14 01:19:50.794925,46.92240210001666,45.05773561400987,1.86466648600679,45.05773561400987,45.05773561400987
1297,univ. nacional del comahue,ingeniería mecánica,2020-12-10,williams,melanie,female,1966-02-20,54,1885,guillermo e hudson,matthew37@gmail.com,1966-02-20,2020-12-10,2022-11-14 01:19:50.794925,56.73232290605649,54.80468455888896,1.9276383471675302,54.80468455888896,54.80468455888896
1298,univ. nacional del comahue,bioquímica,2021-01-25,evans,deanna,female,1983-03-17,37,3156,betbeder,christopher84@yahoo.com,1983-03-17,2021-01-25,2022-11-14 01:19:50.794925,39.66421062449013,37.862515999644074,1.801694624846057,37.862515999644074,37.862515999644074
1299,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2021-01-12,miller,john,male,1978-07-03,42,7005,barker,robertobowen@yahoo.com,1978-07-03,2021-01-12,2022-11-14 01:19:50.794925,44.367934862496384,42.53064744655948,1.8372874159369061,42.53064744655948,42.53064744655948
1300,univ. nacional del comahue,contador público,2020-09-22,robinson,brandy,female,1945-07-22,75,5533,9 de julio,masonhoffman@hotmail.com,1945-07-22,2020-09-22,2022-11-14 01:19:50.794925,77.31590778459609,75.17197478387646,2.1439330007196276,75.17197478387646,75.17197478387646
1301,univ. nacional del comahue,licenciatura en musicoterapia,2020-12-11,lee,cassana,female,2009-05-11,57,2905,general rojo,phillipscarl@yahoo.com,2009-05-11,2020-12-11,2022-11-14 01:19:50.794925,13.511722893735904,11.586822453575364,1.92490044016054,,57.21491448898482
1302,univ. nacional del comahue,ingeniería mecánica,2020-11-27,hill,kenneth,male,1932-02-23,88,5363,anguinan,christopherwright@gmail.com,1932-02-23,2020-11-27,2022-11-14 01:19:50.794925,90.7261763048258,88.76294516656742,1.9632311382583794,88.76294516656742,88.76294516656742
1303,univ. nacional del comahue,bioquímica,2020-10-21,mendoza,robert,male,1917-03-29,103,8373,alianza,castanedadalton@yahoo.com,1917-03-29,2020-10-21,2022-11-14 01:19:50.794925,105.63134205087124,103.56680835335428,2.064533697516964,103.56680835335428,103.56680835335428
1304,univ. nacional del comahue,licenciatura en ciencias ambientales,2021-01-29,johnson,carrie,female,1956-11-30,64,6305,atreuco,nmclean@hotmail.com,1956-11-30,2021-01-29,2022-11-14 01:19:50.794925,65.95633161260076,64.16558861578267,1.7907429968180963,64.16558861578267,64.16558861578267
1305,univ. nacional del comahue,licenciatura en musicoterapia,2020-11-19,castillo,cynthia,female,1977-01-24,43,2111,francisco paz,shaffertravis@hotmail.com,1977-01-24,2020-11-19,2022-11-14 01:19:50.794925,45.805336041165354,43.82020164685107,1.9851343943142865,43.82020164685107,43.82020164685107
1306,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-09-21,ross,omar,male,1922-03-06,98,7165,faro querandi,matthewking@gmail.com,1922-03-06,2020-09-21,2022-11-14 01:19:50.794925,100.69489571727095,98.54822480954434,2.146670907726616,98.54822480954434,98.54822480954434
1307,univ. nacional del comahue,farmacia,2020-12-12,myers,robert,male,1935-06-11,85,3449,boliche lata,jarvisjames@gmail.com,1935-06-11,2020-12-12,2022-11-14 01:19:50.794925,87.42973626841163,85.50757373525808,1.9221625331535535,85.50757373525808,85.50757373525808
1308,univ. nacional del comahue,contador público,2020-10-25,miller,allison,female,1976-08-13,44,8181,azopardo,aalvarez@gmail.com,1976-08-13,2020-10-25,2022-11-14 01:19:50.794925,46.254352790311465,44.20077072082247,2.0535820694889964,44.20077072082247,44.20077072082247
1309,univ. nacional del comahue,farmacia,2020-11-11,williams,anew,male,1914-07-05,106,4640,abra pampa,samanthamiller@gmail.com,1914-07-05,2020-11-11,2022-11-14 01:19:50.794925,108.36377324384577,106.35673559347556,2.007037650370208,106.35673559347556,106.35673559347556
1310,univ. nacional del comahue,ingeniería mecánica,2020-12-05,carter,matthew,male,1933-02-17,87,6616,castilla,ooconnor@gmail.com,1933-02-17,2020-12-05,2022-11-14 01:19:50.794925,89.74052978230993,87.79920190010746,1.9413278822024722,87.79920190010746,87.79920190010746
1311,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2021-01-07,sims,donna,female,2005-10-14,15,3076,huanqueros,lindseysawyer@hotmail.com,2005-10-14,2021-01-07,2022-11-14 01:19:50.794925,17.084691537855907,15.233714586884057,1.8509769509718499,15.233714586884057,15.233714586884057
1312,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-12-11,cooper,richard,male,1974-05-05,46,3700,barrio gral jose de san martin,tking@yahoo.com,1974-05-05,2020-12-11,2022-11-14 01:19:50.794925,48.52955351311892,46.60465307295838,1.9249004401605418,46.60465307295838,46.60465307295838
1313,univ. nacional del comahue,arquitectura,2020-12-19,baker,lauren,female,1984-04-17,36,1776,9 de abril,nelsonscott@hotmail.com,1984-04-17,2020-12-19,2022-11-14 01:19:50.794925,38.57726154271569,36.67426435861106,1.9029971841046276,36.67426435861106,36.67426435861106
1314,univ. nacional del comahue,licenciatura en ciencia política,2021-01-30,alexander,emily,female,1951-09-10,69,4187,anta chica,zparrish@hotmail.com,1951-09-10,2021-01-30,2022-11-14 01:19:50.794925,71.18025818193485,69.39225309212372,1.7880050898111222,69.39225309212372,69.39225309212372
1315,univ. nacional del comahue,licenciatura en psicología,2020-10-12,fletcher,chelsea,female,1997-04-14,23,2764,campo la nena,kmoreno@hotmail.com,1997-04-14,2020-10-12,2022-11-14 01:19:50.794925,25.585892794555225,23.496717933975372,2.0891748605798526,23.496717933975372,23.496717933975372
1316,univ. nacional del comahue,licenciatura en ciencias de la educación,2021-01-17,fisher,michael,male,1992-07-18,28,3000,barranquitas,mclaughlincheryl@yahoo.com,1992-07-18,2021-01-17,2022-11-14 01:19:50.794925,30.32520982365233,28.501611942750365,1.8235978809019642,28.501611942750365,28.501611942750365
1317,univ. nacional del comahue,licenciatura en psicología,2020-11-09,bonilla,lisa,female,1929-12-05,90,4631,antiguo,allenwilliam@gmail.com,1929-12-05,2020-11-09,2022-11-14 01:19:50.794925,92.94388098048648,90.93136751610231,2.0125134643841704,90.93136751610231,90.93136751610231
1318,univ. nacional del comahue,diseño de imagen y sonido,2020-10-07,martin,terrance,male,1975-03-24,45,8415,arroyo las minas,watkinsclaire@hotmail.com,1975-03-24,2020-10-07,2022-11-14 01:19:50.794925,47.64520954986163,45.54234515424684,2.1028643956147945,45.54234515424684,45.54234515424684
1319,univ. nacional del comahue,medicina,2020-10-17,horne,joe,male,1985-04-25,35,1682,martin coronado,robertbennett@yahoo.com,1985-04-25,2020-10-17,2022-11-14 01:19:50.794925,37.556022229108976,35.48053690356407,2.0754853255449035,35.48053690356407,35.48053690356407
1320,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-10-04,oconnor,nicole,female,1993-12-18,26,5438,alto de sierra,tonya62@yahoo.com,1993-12-18,2020-10-04,2022-11-14 01:19:50.794925,28.906973994032285,26.795895877396525,2.1110781166357597,26.795895877396525,26.795895877396525
1321,univ. nacional del comahue,licenciatura en artes,2020-10-08,copeland,jacob,male,1965-01-27,55,2500,cañada de gomez,gregorydougherty@gmail.com,1965-01-27,2020-10-08,2022-11-14 01:19:50.794925,57.797368731775016,55.69724224316721,2.100126488607806,55.69724224316721,55.69724224316721
1322,univ. nacional del comahue,técnico para bioterios,2021-01-03,schroeder,jennifer,female,2015-01-20,57,2722,wheelwright,danielle61@yahoo.com,2015-01-20,2021-01-03,2022-11-14 01:19:50.794925,7.816876319199807,5.954947740200004,1.8619285789998026,,57.21491448898482
1323,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-09-08,estrada,joseph,male,1908-01-13,112,6643,araujo,oatkinson@gmail.com,1908-01-13,2020-09-08,2022-11-14 01:19:50.794925,114.83892331537358,112.65665961655613,2.182263698817451,112.65665961655613,112.65665961655613
1324,univ. nacional del comahue,contador público,2020-09-10,fowler,duane,male,2019-01-26,57,1872,sarandi,steven63@hotmail.com,2019-01-26,2020-09-10,2022-11-14 01:19:50.794925,3.8003667399476666,1.623578855144185,2.1767878848034816,,57.21491448898482
1325,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-09-27,johnson,raymond,male,1976-03-10,44,1741,enrique fynn,jessicajackson@yahoo.com,1976-03-10,2020-09-27,2022-11-14 01:19:50.794925,46.681466283401676,44.551222817717,2.1302434656846785,44.551222817717,44.551222817717
1326,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-11-27,daniels,christopher,male,1951-04-25,69,2311,adolfo alsina,shannonpeterson@yahoo.com,1951-04-25,2020-11-27,2022-11-14 01:19:50.794925,71.55808934889926,69.59485821064088,1.9632311382583794,69.59485821064088,69.59485821064088
1327,univ. nacional del comahue,licenciatura en sociología,2020-09-09,taylor,james,male,1935-10-25,84,2500,cañada de gomez,sheenasilva@hotmail.com,1935-10-25,2020-09-09,2022-11-14 01:19:50.794925,87.0573809154612,84.87785512365072,2.1795257918104767,84.87785512365072,84.87785512365072
1328,univ. nacional del comahue,contador público,2020-11-03,rhodes,emily,female,1955-04-22,65,8200,colonia lia y allende,nicole72@hotmail.com,1955-04-22,2020-11-03,2022-11-14 01:19:50.794925,67.56622093271001,65.53728002628391,2.028940906426101,65.53728002628391,65.53728002628391
1329,univ. nacional del comahue,licenciatura en sociología,2020-11-26,smith,heather,female,1928-11-16,92,3287,aldea san gregorio,kathleenbennett@gmail.com,1928-11-16,2020-11-26,2022-11-14 01:19:50.794925,93.99523727117007,92.0292682259047,1.9659690452653678,92.0292682259047,92.0292682259047
1330,univ. nacional del comahue,medicina,2020-09-09,mendoza,tricia,female,1936-02-14,84,6244,banderalo,smithbryan@yahoo.com,1936-02-14,2020-09-09,2022-11-14 01:19:50.794925,86.75073533067848,84.57120953886802,2.1795257918104625,84.57120953886802,84.57120953886802
1331,univ. nacional del comahue,farmacia,2021-01-09,barnett,austin,male,1932-04-14,88,4750,agua colorada,xrogers@hotmail.com,1932-04-14,2021-01-09,2022-11-14 01:19:50.794925,90.58654304746938,88.74104191051151,1.8455011369578642,88.74104191051151,88.74104191051151
1332,univ. nacional del comahue,técnico para bioterios,2020-11-06,smith,richard,male,1960-12-27,59,1682,martin coronado,annamartinez@yahoo.com,1960-12-27,2020-11-06,2022-11-14 01:19:50.794925,61.88232598620187,59.86159880079673,2.0207271854051427,59.86159880079673,59.86159880079673
1333,univ. nacional del comahue,licenciatura en musicoterapia,2020-11-16,johnson,tracy,female,1945-10-04,75,8336,gobernador duval,rebecca95@gmail.com,1945-10-04,2020-11-16,2022-11-14 01:19:50.794925,77.11330266607894,75.11995455074369,1.9933481153352517,75.11995455074369,75.11995455074369
1334,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-12-16,burnett,william,male,1909-06-18,111,2752,almacen el descanso,rebecca10@gmail.com,1909-06-18,2020-12-16,2022-11-14 01:19:50.794925,113.40973585772558,111.49852495259998,1.9112109051255999,111.49852495259998,111.49852495259998
1335,univ. nacional del comahue,ingeniería mecánica,2021-01-10,acosta,cassana,female,1987-01-01,34,8332,colonia rusa,wayne25@gmail.com,1987-01-01,2021-01-10,2022-11-14 01:19:50.794925,35.86947151280406,34.02670828285317,1.84276322995089,34.02670828285317,34.02670828285317
1336,univ. nacional del comahue,contador público,2020-11-14,taylor,debra,female,2012-08-18,57,6228,aguas buenas,cburgess@hotmail.com,2012-08-18,2020-11-14,2022-11-14 01:19:50.794925,10.239924020384636,8.241100091035408,1.9988239293492285,,57.21491448898482
1337,univ. nacional del comahue,ingeniería en informática,2020-09-06,mills,julia,female,1988-05-25,32,6503,desvio kilometro 234,kochrickey@hotmail.com,1988-05-25,2020-09-06,2022-11-14 01:19:50.794925,34.47313893923992,32.28539942640848,2.1877395128314348,32.28539942640848,32.28539942640848
1338,univ. nacional del comahue,agronomía,2021-01-10,gonzalez,brad,male,1967-03-27,53,4186,cañete,leahwoods@yahoo.com,1967-03-27,2021-01-10,2022-11-14 01:19:50.794925,55.63716010326108,53.7943968733102,1.842763229950883,53.7943968733102,53.7943968733102
1339,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-11-21,barnes,dennis,male,1954-07-11,66,1882,ezpeleta este,youngaaron@gmail.com,1954-07-11,2020-11-21,2022-11-14 01:19:50.794925,68.34652442970173,66.36686584940142,1.9796585803003097,66.36686584940142,66.36686584940142
1340,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-10-04,ayala,emily,female,1918-12-11,101,6438,masurel,portersusan@gmail.com,1918-12-11,2020-10-04,2022-11-14 01:19:50.794925,103.92836389252439,101.81728577588862,2.111078116635767,101.81728577588862,101.81728577588862
1341,univ. nacional del comahue,licenciatura en musicoterapia,2021-01-07,young,ronald,male,1960-06-04,60,1895,arturo segui,chandlermark@gmail.com,1960-06-04,2021-01-07,2022-11-14 01:19:50.794925,62.4463348296415,60.59535787866965,1.8509769509718481,60.59535787866965,60.59535787866965
1342,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-10-22,dixon,victoria,female,2000-08-08,20,7517,juan e barra,john81@yahoo.com,2000-08-08,2020-10-22,2022-11-14 01:19:50.794925,22.267549502085153,20.205753711575188,2.061795790509965,20.205753711575188,20.205753711575188
1343,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-12-01,white,terry,male,2002-11-14,18,5722,acasape,graydevin@hotmail.com,2002-11-14,2020-12-01,2022-11-14 01:19:50.794925,20.000562500298667,18.04828299006824,1.9522795102304258,18.04828299006824,18.04828299006824
1344,univ. nacional del comahue,ingeniería mecánica,2021-01-22,martinez,elizabeth,female,2012-08-23,57,2146,clason,hollowayricky@yahoo.com,2012-08-23,2021-01-22,2022-11-14 01:19:50.794925,10.226234485349694,8.416326139482672,1.8099083458670222,,57.21491448898482
1345,univ. nacional del comahue,licenciatura en artes,2020-10-25,anthony,melvin,male,1921-07-12,99,7240,kilometro 112,keyanna@hotmail.com,1921-07-12,2020-10-25,2022-11-14 01:19:50.794925,101.34377967792723,99.29019760843823,2.0535820694889964,99.29019760843823,99.29019760843823
1346,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-12-16,jordan,rebecca,female,1927-01-11,93,7118,general guido,jenniferpennington@hotmail.com,1927-01-11,2020-12-16,2022-11-14 01:19:50.794925,95.84332450088732,93.93211359576172,1.9112109051255999,93.93211359576172,93.93211359576172
1347,univ. nacional del comahue,arquitectura,2020-11-24,flores,amy,female,1954-08-27,66,2848,berisso,yrodriguez@hotmail.com,1954-08-27,2020-11-24,2022-11-14 01:19:50.794925,68.21784280037328,66.24639794109393,1.9714448592793445,66.24639794109393,66.24639794109393
1348,univ. nacional del comahue,ingeniería en informática,2020-10-09,morris,ian,male,1906-04-27,114,1895,arturo segui,ygonzales@gmail.com,1906-04-27,2020-10-09,2022-11-14 01:19:50.794925,116.55285310174838,114.45546452014757,2.0973885816008107,114.45546452014757,114.45546452014757
1349,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-11-10,kent,bianca,female,1971-05-26,49,3733,campo el jacaranda,gwalls@gmail.com,1971-05-26,2020-11-10,2022-11-14 01:19:50.794925,51.472803545631564,49.46302798825438,2.009775557377182,49.46302798825438,49.46302798825438
1350,univ. nacional del comahue,diseño industrial,2020-12-27,johnson,lindsay,female,1911-11-29,109,3050,calchaqui,rjones@hotmail.com,1911-11-29,2020-12-27,2022-11-14 01:19:50.794925,110.96204699347786,109.08095306542913,1.8810939280487275,109.08095306542913,109.08095306542913
1351,univ. nacional del comahue,bioquímica,2020-09-17,nguyen,tonya,female,1973-09-01,47,2200,las quintas,nathanhoover@yahoo.com,1973-09-01,2020-09-17,2022-11-14 01:19:50.794925,49.20307863683809,47.04545610108352,2.1576225357545695,47.04545610108352,47.04545610108352
1352,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-10-12,decker,julie,female,1978-10-27,41,3194,paso telegrafo,robertgoodwin@gmail.com,1978-10-27,2020-10-12,2022-11-14 01:19:50.794925,44.050337649685716,41.96116278910587,2.0891748605798455,41.96116278910587,41.96116278910587
1353,univ. nacional del comahue,diseño industrial,2020-11-08,ruiz,alicia,female,1920-02-23,100,8308,villa manzano,sandra43@yahoo.com,1920-02-23,2020-11-08,2022-11-14 01:19:50.794925,102.72642271645643,100.71117134506527,2.015251371391159,100.71117134506527,100.71117134506527
1354,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-11-30,richard,peter,male,1977-02-24,43,4237,cortaderas,freemanjonathan@hotmail.com,1977-02-24,2020-11-30,2022-11-14 01:19:50.794925,45.72046092394871,43.76544350671129,1.9550174172374142,43.76544350671129,43.76544350671129
1355,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-05,lewis,casey,male,1938-08-24,82,3445,9 de julio,johnsonchristian@yahoo.com,1938-08-24,2020-10-05,2022-11-14 01:19:50.794925,84.22638507023508,82.1180448606063,2.1083402096287784,82.1180448606063,82.1180448606063
1356,univ. nacional del comahue,diseño industrial,2021-01-15,williams,michael,male,1965-08-04,55,1640,acassuso,jameslewis@hotmail.com,1965-08-04,2021-01-15,2022-11-14 01:19:50.794925,57.27990430745419,55.45083061253825,1.829073694915941,55.45083061253825,55.45083061253825
1357,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-09-21,shepherd,reginald,male,1923-05-02,97,7107,santa teresita,dudleycurtis@hotmail.com,1923-05-02,2020-09-21,2022-11-14 01:19:50.794925,99.53949896032181,97.39282805259519,2.146670907726616,97.39282805259519,97.39282805259519
1358,univ. nacional del comahue,licenciatura en artes,2021-01-07,ballard,christopher,male,1977-01-19,43,4147,alto las lechuzas,valexander@hotmail.com,1977-01-19,2021-01-07,2022-11-14 01:19:50.794925,45.819025576200296,43.96804862522844,1.8509769509718552,43.96804862522844,43.96804862522844
1359,univ. nacional del comahue,licenciatura en ciencia política,2020-10-18,terrell,heather,female,1978-12-13,41,6239,gonzalez moreno,xreed@yahoo.com,1978-12-13,2020-10-18,2022-11-14 01:19:50.794925,43.92165602035726,41.84890860181934,2.072747418537922,41.84890860181934,41.84890860181934
1360,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-09-11,fields,steven,male,1929-08-31,91,1686,hurlingham,brookewhite@yahoo.com,1929-08-31,2020-09-11,2022-11-14 01:19:50.794925,93.20672005315738,91.03267007536088,2.1740499777965,91.03267007536088,91.03267007536088
1361,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-31,costa,timothy,male,1929-09-23,91,5384,punta de los llanos,zhernandez@yahoo.com,1929-09-23,2020-10-31,2022-11-14 01:19:50.794925,93.14374819199665,91.10659356454958,2.037154627447066,91.10659356454958,91.10659356454958
1362,univ. nacional del comahue,técnico para bioterios,2020-12-11,taylor,rita,female,1930-02-14,90,2843,general galarza,karensmith@gmail.com,1930-02-14,2020-12-11,2022-11-14 01:19:50.794925,92.74948958299031,90.82458914282977,1.9249004401605418,90.82458914282977,90.82458914282977
1363,univ. nacional del comahue,agronomía,2021-01-11,reeves,ashley,female,1919-05-09,101,5607,colonia bombal y tabanera,shaffersandra@gmail.com,1919-05-09,2021-01-11,2022-11-14 01:19:50.794925,103.52041574848309,101.6803904255392,1.8400253229438874,101.6803904255392,101.6803904255392
1364,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-09-11,valdez,jenny,female,1930-03-02,90,6701,carlos keen,wileyjacqueline@hotmail.com,1930-03-02,2020-09-11,2022-11-14 01:19:50.794925,92.7056830708785,90.531633093082,2.1740499777965,90.531633093082,90.531633093082
1365,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-09-08,garrett,patrick,male,1983-09-21,36,4186,cañete,greenecharles@yahoo.com,1983-09-21,2020-09-08,2022-11-14 01:19:50.794925,39.14948410717629,36.96722040835883,2.182263698817465,36.96722040835883,36.96722040835883
1366,univ. nacional del comahue,medicina,2020-10-13,wolf,susan,female,1930-04-30,90,5615,25 de mayo,cross@yahoo.com,1930-04-30,2020-10-13,2022-11-14 01:19:50.794925,92.54414655746616,90.4577096038933,2.086436953572857,90.4577096038933,90.4577096038933
1367,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-14,williams,brianna,female,1981-11-25,38,4601,corral de piedras,davidmiller@gmail.com,1981-11-25,2020-10-14,2022-11-14 01:19:50.794925,40.970192266823645,38.886493220257776,2.0836990465658687,38.886493220257776,38.886493220257776
1368,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-15,warren,julie,female,1948-04-29,72,9050,gobernador moyano,alejandro81@gmail.com,1948-04-29,2020-10-15,2022-11-14 01:19:50.794925,74.54514589352372,72.46418475396483,2.0809611395588945,72.46418475396483,72.46418475396483
1369,univ. nacional del comahue,licenciatura en ciencias biológicas,2021-01-04,wright,george,male,1963-12-08,57,8416,anecon grande,megan83@yahoo.com,1963-12-08,2021-01-04,2022-11-14 01:19:50.794925,58.93633804668224,57.07714737468942,1.8591906719928204,57.07714737468942,57.07714737468942
1370,univ. nacional del comahue,licenciatura en sociología,2020-10-06,curtis,jeffrey,male,1937-10-13,82,7601,barrio batan,mhendricks@yahoo.com,1937-10-13,2020-10-06,2022-11-14 01:19:50.794925,85.08882577743645,82.98322347481468,2.105602302621776,82.98322347481468,82.98322347481468
1371,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-09-12,evans,scott,male,1998-01-08,22,2812,capilla del señor,markjackson@hotmail.com,1998-01-08,2020-09-12,2022-11-14 01:19:50.794925,24.849395809675315,22.67808373888581,2.1713120707895044,22.67808373888581,22.67808373888581
1372,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-11-29,clark,nancy,female,2010-03-25,57,7167,carilo,matthew84@hotmail.com,2010-03-25,2020-11-29,2022-11-14 01:19:50.794925,12.641068465513557,10.683313141269156,1.9577553242444008,,57.21491448898482
1373,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-09-30,roiguez,kenneth,male,1991-10-06,28,3401,arroyo pelon,stephaniebenjamin@gmail.com,1991-10-06,2020-09-30,2022-11-14 01:19:50.794925,31.108251227651042,28.98622148298733,2.1220297446637133,28.98622148298733,28.98622148298733
1374,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-11-28,holmes,jessica,female,2006-06-23,57,3581,campo redondo,iortiz@gmail.com,2006-06-23,2020-11-28,2022-11-14 01:19:50.794925,16.394738972094803,14.434245740843412,1.960493231251391,,57.21491448898482
1375,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-12-04,herrera,danielle,female,1960-05-26,60,2512,campo charo,johnwebb@gmail.com,1960-05-26,2020-12-04,2022-11-14 01:19:50.794925,62.470975992704396,60.526910203494936,1.9440657892094606,60.526910203494936,60.526910203494936
1376,univ. nacional del comahue,diseño de imagen y sonido,2020-11-19,hernandez,sana,female,1974-01-22,46,3485,carandaiti,lijacob@yahoo.com,1974-01-22,2020-11-19,2022-11-14 01:19:50.794925,48.81155793483873,46.826423540524445,1.9851343943142865,46.826423540524445,46.826423540524445
1377,univ. nacional del comahue,técnico para bioterios,2020-09-01,gardner,patricia,female,1974-05-10,46,3197,abra guazu,hughesnina@yahoo.com,1974-05-10,2020-09-01,2022-11-14 01:19:50.794925,48.51586397808398,46.314434930217594,2.201429047866384,46.314434930217594,46.314434930217594
1378,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-09-28,edwards,peggy,female,1914-11-01,105,3351,azara,nielsenangel@yahoo.com,1914-11-01,2020-09-28,2022-11-14 01:19:50.794925,108.03796231001414,105.91045675133644,2.127505558677697,105.91045675133644,105.91045675133644
1379,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2021-01-05,bruce,marie,female,1914-02-05,106,4643,antiguyos,vfreeman@gmail.com,1914-02-05,2021-01-05,2022-11-14 01:19:50.794925,108.77445929489404,106.91800652990821,1.856452764985832,106.91800652990821,106.91800652990821
1380,univ. nacional del comahue,técnico para bioterios,2021-01-11,sanchez,stephen,male,1994-11-24,26,3023,cululu,lowerysarah@gmail.com,1994-11-24,2021-01-11,2022-11-14 01:19:50.794925,27.973347704649203,26.133322381705305,1.840025322943898,26.133322381705305,26.133322381705305
1381,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-09-02,wilson,matthew,male,1957-04-12,63,5835,bella vista,campbelldavid@gmail.com,1957-04-12,2020-09-02,2022-11-14 01:19:50.794925,65.5921899806713,63.393498839811905,2.1986911408593883,63.393498839811905,63.393498839811905
1382,univ. nacional del comahue,contador público,2020-11-06,davis,kristen,female,1950-10-04,70,7226,gorchs,anthonyjohnson@yahoo.com,1950-10-04,2020-11-06,2022-11-14 01:19:50.794925,72.11388447131792,70.09315728591278,2.0207271854051356,70.09315728591278,70.09315728591278
1383,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-10-30,anderson,dawn,female,1969-03-17,51,6605,campo peña lopez,perezmichael@hotmail.com,1969-03-17,2020-10-30,2022-11-14 01:19:50.794925,53.66312915122237,51.62323661676831,2.0398925344540615,51.62323661676831,51.62323661676831
1384,univ. nacional del comahue,diseño de imagen y sonido,2020-11-15,stein,jasmine,female,1918-07-23,102,2405,colonia cello,jhester@yahoo.com,1918-07-23,2020-11-15,2022-11-14 01:19:50.794925,104.31440878050977,102.31832275816753,1.99608602234224,102.31832275816753,102.31832275816753
1385,univ. nacional del comahue,licenciatura en artes,2021-01-26,carter,cynthia,female,1969-05-22,51,1631,villa rosa,jessica97@yahoo.com,1969-05-22,2021-01-26,2022-11-14 01:19:50.794925,53.48242728876113,51.68347057092206,1.7989567178390686,51.68347057092206,51.68347057092206
1386,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-11-16,mack,ashley,female,1917-06-06,103,3357,barra bonita,watersmelissa@hotmail.com,1917-06-06,2020-11-16,2022-11-14 01:19:50.794925,105.44242646738903,103.44907835205377,1.9933481153352517,103.44907835205377,103.44907835205377
